"Time stamp","Irradiance GHI from weather file | (W/m2)","System power generated | (kW)"
"Oct 25, 10:00 am",203,23068.1
"Oct 25, 11:00 am",87,6866.4
"Oct 25, 12:00 pm",13,704.057
"Oct 25, 01:00 pm",114,9804.46
"Oct 25, 02:00 pm",95,8055.9
"Oct 25, 03:00 pm",46,3464.23
"Oct 25, 04:00 pm",8,117.329
"Oct 25, 05:00 pm",0,-1.90284
"Oct 25, 06:00 pm",0,-1.90284
"Oct 25, 07:00 pm",0,-1.90284
"Oct 25, 08:00 pm",0,-1.90284
"Oct 25, 09:00 pm",0,-1.90284
"Oct 25, 10:00 pm",0,-1.90284
"Oct 25, 11:00 pm",0,-1.90284
"Oct 26, 12:00 am",0,-1.90284
"Oct 26, 01:00 am",0,-1.90284
"Oct 26, 02:00 am",0,-1.90284
"Oct 26, 03:00 am",0,-1.90284
"Oct 26, 04:00 am",0,-1.90284
"Oct 26, 05:00 am",0,-1.90284
"Oct 26, 06:00 am",0,-1.90284
"Oct 26, 07:00 am",3,-1.90284
"Oct 26, 08:00 am",3,-1.90284
"Oct 26, 09:00 am",4,26.9954
"Oct 26, 10:00 am",4,27.1146
"Oct 26, 11:00 am",5,99.7024
"Oct 26, 12:00 pm",21,1327.44
"Oct 26, 01:00 pm",5,100.036
"Oct 26, 02:00 pm",10,472.518
"Oct 26, 03:00 pm",3,-1.90284
"Oct 26, 04:00 pm",4,-1.90284
"Oct 26, 05:00 pm",0,-1.90284
"Oct 26, 06:00 pm",0,-1.90284
"Oct 26, 07:00 pm",0,-1.90284
"Oct 26, 08:00 pm",0,-1.90284
"Oct 26, 09:00 pm",0,-1.90284
"Oct 26, 10:00 pm",0,-1.90284
"Oct 26, 11:00 pm",0,-1.90284
"Oct 27, 12:00 am",0,-1.90284
"Oct 27, 01:00 am",0,-1.90284
"Oct 27, 02:00 am",0,-1.90284
"Oct 27, 03:00 am",0,-1.90284
"Oct 27, 04:00 am",0,-1.90284
"Oct 27, 05:00 am",0,-1.90284
"Oct 27, 06:00 am",0,-1.90284
"Oct 27, 07:00 am",0,-1.90284
"Oct 27, 08:00 am",8,323.034
"Oct 27, 09:00 am",205,35765.4
"Oct 27, 10:00 am",125,10874.3
"Oct 27, 11:00 am",106,8775.87
"Oct 27, 12:00 pm",14,796.113
"Oct 27, 01:00 pm",198,21038.7
"Oct 27, 02:00 pm",76,6157.25
"Oct 27, 03:00 pm",122,16721.1
"Oct 27, 04:00 pm",27,1271.05
"Oct 27, 05:00 pm",0,-1.90284
"Oct 27, 06:00 pm",0,-1.90284
"Oct 27, 07:00 pm",0,-1.90284
"Oct 27, 08:00 pm",0,-1.90284
"Oct 27, 09:00 pm",0,-1.90284
"Oct 27, 10:00 pm",0,-1.90284
"Oct 27, 11:00 pm",0,-1.90284
"Oct 28, 12:00 am",0,-1.90284
"Oct 28, 01:00 am",0,-1.90284
"Oct 28, 02:00 am",0,-1.90284
"Oct 28, 03:00 am",0,-1.90284
"Oct 28, 04:00 am",0,-1.90284
"Oct 28, 05:00 am",0,-1.90284
"Oct 28, 06:00 am",0,-1.90284
"Oct 28, 07:00 am",0,-1.90284
"Oct 28, 08:00 am",97,18416.6
"Oct 28, 09:00 am",205,36286.6
"Oct 28, 10:00 am",287,47168.9
"Oct 28, 11:00 am",161,14656.9
"Oct 28, 12:00 pm",164,15141.5
"Oct 28, 01:00 pm",303,46399.1
"Oct 28, 02:00 pm",97,8350.47
"Oct 28, 03:00 pm",3,-1.90284
"Oct 28, 04:00 pm",5,-1.90284
"Oct 28, 05:00 pm",0,-1.90284
"Oct 28, 06:00 pm",0,-1.90284
"Oct 28, 07:00 pm",0,-1.90284
"Oct 28, 08:00 pm",0,-1.90284
"Oct 28, 09:00 pm",0,-1.90284
"Oct 28, 10:00 pm",0,-1.90284
"Oct 28, 11:00 pm",0,-1.90284
"Oct 29, 12:00 am",0,-1.90284
"Oct 29, 01:00 am",0,-1.90284
"Oct 29, 02:00 am",0,-1.90284
"Oct 29, 03:00 am",0,-1.90284
"Oct 29, 04:00 am",0,-1.90284
"Oct 29, 05:00 am",0,-1.90284
"Oct 29, 06:00 am",0,-1.90284
"Oct 29, 07:00 am",0,-1.90284
"Oct 29, 08:00 am",98,19781.2
"Oct 29, 09:00 am",205,37672.6
"Oct 29, 10:00 am",289,49100
"Oct 29, 11:00 am",337,54784.3
"Oct 29, 12:00 pm",344,54683.4
"Oct 29, 01:00 pm",306,48608.1
"Oct 29, 02:00 pm",233,37077
"Oct 29, 03:00 pm",130,19522.4
"Oct 29, 04:00 pm",27,1979.63
"Oct 29, 05:00 pm",0,-1.90284
"Oct 29, 06:00 pm",0,-1.90284
"Oct 29, 07:00 pm",0,-1.90284
"Oct 29, 08:00 pm",0,-1.90284
"Oct 29, 09:00 pm",0,-1.90284
"Oct 29, 10:00 pm",0,-1.90284
"Oct 29, 11:00 pm",0,-1.90284
"Oct 30, 12:00 am",0,-1.90284
"Oct 30, 01:00 am",0,-1.90284
"Oct 30, 02:00 am",0,-1.90284
"Oct 30, 03:00 am",0,-1.90284
"Oct 30, 04:00 am",0,-1.90284
"Oct 30, 05:00 am",0,-1.90284
"Oct 30, 06:00 am",0,-1.90284
"Oct 30, 07:00 am",0,-1.90284
"Oct 30, 08:00 am",94,18975.6
"Oct 30, 09:00 am",199,36423.5
"Oct 30, 10:00 am",281,47335
"Oct 30, 11:00 am",327,52538.7
"Oct 30, 12:00 pm",332,52130.5
"Oct 30, 01:00 pm",106,9115.14
"Oct 30, 02:00 pm",220,34705.7
"Oct 30, 03:00 pm",29,1930.15
"Oct 30, 04:00 pm",3,-1.90284
"Oct 30, 05:00 pm",0,-1.90284
"Oct 30, 06:00 pm",0,-1.90284
"Oct 30, 07:00 pm",0,-1.90284
"Oct 30, 08:00 pm",0,-1.90284
"Oct 30, 09:00 pm",0,-1.90284
"Oct 30, 10:00 pm",0,-1.90284
"Oct 30, 11:00 pm",0,-1.90284
"Oct 31, 12:00 am",0,-1.90284
"Oct 31, 01:00 am",0,-1.90284
"Oct 31, 02:00 am",0,-1.90284
"Oct 31, 03:00 am",0,-1.90284
"Oct 31, 04:00 am",0,-1.90284
"Oct 31, 05:00 am",0,-1.90284
"Oct 31, 06:00 am",0,-1.90284
"Oct 31, 07:00 am",0,-1.90284
"Oct 31, 08:00 am",6,174.568
"Oct 31, 09:00 am",6,185.061
"Oct 31, 10:00 am",39,2761.33
"Oct 31, 11:00 am",110,9544.34
"Oct 31, 12:00 pm",134,12007.5
"Oct 31, 01:00 pm",66,5119.95
"Oct 31, 02:00 pm",43,3137.33
"Oct 31, 03:00 pm",111,16600.6
"Oct 31, 04:00 pm",3,-1.90284
"Oct 31, 05:00 pm",0,-1.90284
"Oct 31, 06:00 pm",0,-1.90284
"Oct 31, 07:00 pm",0,-1.90284
"Oct 31, 08:00 pm",0,-1.90284
"Oct 31, 09:00 pm",0,-1.90284
"Oct 31, 10:00 pm",0,-1.90284
"Oct 31, 11:00 pm",0,-1.90284
"Nov 1, 12:00 am",0,-1.90284
"Nov 1, 01:00 am",0,-1.90284
"Nov 1, 02:00 am",0,-1.90284
"Nov 1, 03:00 am",0,-1.90284
"Nov 1, 04:00 am",0,-1.90284
"Nov 1, 05:00 am",0,-1.90284
"Nov 1, 06:00 am",0,-1.90284
"Nov 1, 07:00 am",0,-1.90284
"Nov 1, 08:00 am",6,164.716
"Nov 1, 09:00 am",4,29.3254
"Nov 1, 10:00 am",9,405.662
"Nov 1, 11:00 am",11,557.37
"Nov 1, 12:00 pm",13,710.68
"Nov 1, 01:00 pm",16,944.085
"Nov 1, 02:00 pm",11,550.332
"Nov 1, 03:00 pm",3,-1.90284
"Nov 1, 04:00 pm",2,-1.90284
"Nov 1, 05:00 pm",0,-1.90284
"Nov 1, 06:00 pm",0,-1.90284
"Nov 1, 07:00 pm",0,-1.90284
"Nov 1, 08:00 pm",0,-1.90284
"Nov 1, 09:00 pm",0,-1.90284
"Nov 1, 10:00 pm",0,-1.90284
"Nov 1, 11:00 pm",0,-1.90284
"Nov 2, 12:00 am",0,-1.90284
"Nov 2, 01:00 am",0,-1.90284
"Nov 2, 02:00 am",0,-1.90284
"Nov 2, 03:00 am",0,-1.90284
"Nov 2, 04:00 am",0,-1.90284
"Nov 2, 05:00 am",0,-1.90284
"Nov 2, 06:00 am",0,-1.90284
"Nov 2, 07:00 am",0,-1.90284
"Nov 2, 08:00 am",6,164.685
"Nov 2, 09:00 am",13,715.039
"Nov 2, 10:00 am",24,1591.93
"Nov 2, 11:00 am",18,1110.89
"Nov 2, 12:00 pm",99,8257.55
"Nov 2, 01:00 pm",33,2311.23
"Nov 2, 02:00 pm",15,861.505
"Nov 2, 03:00 pm",10,432.212
"Nov 2, 04:00 pm",13,-1.90284
"Nov 2, 05:00 pm",0,-1.90284
"Nov 2, 06:00 pm",0,-1.90284
"Nov 2, 07:00 pm",0,-1.90284
"Nov 2, 08:00 pm",0,-1.90284
"Nov 2, 09:00 pm",0,-1.90284
"Nov 2, 10:00 pm",0,-1.90284
"Nov 2, 11:00 pm",0,-1.90284
"Nov 3, 12:00 am",0,-1.90284
"Nov 3, 01:00 am",0,-1.90284
"Nov 3, 02:00 am",0,-1.90284
"Nov 3, 03:00 am",0,-1.90284
"Nov 3, 04:00 am",0,-1.90284
"Nov 3, 05:00 am",0,-1.90284
"Nov 3, 06:00 am",0,-1.90284
"Nov 3, 07:00 am",0,-1.90284
"Nov 3, 08:00 am",12,613.293
"Nov 3, 09:00 am",165,30483.5
"Nov 3, 10:00 am",246,42896.7
"Nov 3, 11:00 am",100,8427.84
"Nov 3, 12:00 pm",43,3153.45
"Nov 3, 01:00 pm",9,410.832
"Nov 3, 02:00 pm",6,178.042
"Nov 3, 03:00 pm",7,218.179
"Nov 3, 04:00 pm",0,-1.90284
"Nov 3, 05:00 pm",0,-1.90284
"Nov 3, 06:00 pm",0,-1.90284
"Nov 3, 07:00 pm",0,-1.90284
"Nov 3, 08:00 pm",0,-1.90284
"Nov 3, 09:00 pm",0,-1.90284
"Nov 3, 10:00 pm",0,-1.90284
"Nov 3, 11:00 pm",0,-1.90284
"Nov 4, 12:00 am",0,-1.90284
"Nov 4, 01:00 am",0,-1.90284
"Nov 4, 02:00 am",0,-1.90284
"Nov 4, 03:00 am",0,-1.90284
"Nov 4, 04:00 am",0,-1.90284
"Nov 4, 05:00 am",0,-1.90284
"Nov 4, 06:00 am",0,-1.90284
"Nov 4, 07:00 am",0,-1.90284
"Nov 4, 08:00 am",4,19.8588
"Nov 4, 09:00 am",5,105.045
"Nov 4, 10:00 am",26,1760.35
"Nov 4, 11:00 am",32,2245.32
"Nov 4, 12:00 pm",143,14514.1
"Nov 4, 01:00 pm",130,13133.7
"Nov 4, 02:00 pm",53,4021.3
"Nov 4, 03:00 pm",11,488.854
"Nov 4, 04:00 pm",0,-1.90284
"Nov 4, 05:00 pm",0,-1.90284
"Nov 4, 06:00 pm",0,-1.90284
"Nov 4, 07:00 pm",0,-1.90284
"Nov 4, 08:00 pm",0,-1.90284
"Nov 4, 09:00 pm",0,-1.90284
"Nov 4, 10:00 pm",0,-1.90284
"Nov 4, 11:00 pm",0,-1.90284
"Nov 5, 12:00 am",0,-1.90284
"Nov 5, 01:00 am",0,-1.90284
"Nov 5, 02:00 am",0,-1.90284
"Nov 5, 03:00 am",0,-1.90284
"Nov 5, 04:00 am",0,-1.90284
"Nov 5, 05:00 am",0,-1.90284
"Nov 5, 06:00 am",0,-1.90284
"Nov 5, 07:00 am",0,-1.90284
"Nov 5, 08:00 am",7,229.237
"Nov 5, 09:00 am",3,-1.90284
"Nov 5, 10:00 am",79,6434.24
"Nov 5, 11:00 am",9,408.697
"Nov 5, 12:00 pm",15,875.447
"Nov 5, 01:00 pm",8,331.814
"Nov 5, 02:00 pm",18,1099.68
"Nov 5, 03:00 pm",7,200.931
"Nov 5, 04:00 pm",0,-1.90284
"Nov 5, 05:00 pm",0,-1.90284
"Nov 5, 06:00 pm",0,-1.90284
"Nov 5, 07:00 pm",0,-1.90284
"Nov 5, 08:00 pm",0,-1.90284
"Nov 5, 09:00 pm",0,-1.90284
"Nov 5, 10:00 pm",0,-1.90284
"Nov 5, 11:00 pm",0,-1.90284
"Nov 6, 12:00 am",0,-1.90284
"Nov 6, 01:00 am",0,-1.90284
"Nov 6, 02:00 am",0,-1.90284
"Nov 6, 03:00 am",0,-1.90284
"Nov 6, 04:00 am",0,-1.90284
"Nov 6, 05:00 am",0,-1.90284
"Nov 6, 06:00 am",0,-1.90284
"Nov 6, 07:00 am",0,-1.90284
"Nov 6, 08:00 am",58,12633.8
"Nov 6, 09:00 am",156,30654
"Nov 6, 10:00 am",237,42927.5
"Nov 6, 11:00 am",286,49568.8
"Nov 6, 12:00 pm",97,8216.41
"Nov 6, 01:00 pm",79,6475.46
"Nov 6, 02:00 pm",59,4699.38
"Nov 6, 03:00 pm",84,11971.8
"Nov 6, 04:00 pm",0,-1.90284
"Nov 6, 05:00 pm",0,-1.90284
"Nov 6, 06:00 pm",0,-1.90284
"Nov 6, 07:00 pm",0,-1.90284
"Nov 6, 08:00 pm",0,-1.90284
"Nov 6, 09:00 pm",0,-1.90284
"Nov 6, 10:00 pm",0,-1.90284
"Nov 6, 11:00 pm",0,-1.90284
"Nov 7, 12:00 am",0,-1.90284
"Nov 7, 01:00 am",0,-1.90284
"Nov 7, 02:00 am",0,-1.90284
"Nov 7, 03:00 am",0,-1.90284
"Nov 7, 04:00 am",0,-1.90284
"Nov 7, 05:00 am",0,-1.90284
"Nov 7, 06:00 am",0,-1.90284
"Nov 7, 07:00 am",0,-1.90284
"Nov 7, 08:00 am",55,11906
"Nov 7, 09:00 am",150,29667.1
"Nov 7, 10:00 am",229,41642.3
"Nov 7, 11:00 am",275,47294.9
"Nov 7, 12:00 pm",282,47330.5
"Nov 7, 01:00 pm",65,5108.21
"Nov 7, 02:00 pm",6,179.336
"Nov 7, 03:00 pm",10,375.518
"Nov 7, 04:00 pm",0,-1.90284
"Nov 7, 05:00 pm",0,-1.90284
"Nov 7, 06:00 pm",0,-1.90284
"Nov 7, 07:00 pm",0,-1.90284
"Nov 7, 08:00 pm",0,-1.90284
"Nov 7, 09:00 pm",0,-1.90284
"Nov 7, 10:00 pm",0,-1.90284
"Nov 7, 11:00 pm",0,-1.90284
"Nov 8, 12:00 am",0,-1.90284
"Nov 8, 01:00 am",0,-1.90284
"Nov 8, 02:00 am",0,-1.90284
"Nov 8, 03:00 am",0,-1.90284
"Nov 8, 04:00 am",0,-1.90284
"Nov 8, 05:00 am",0,-1.90284
"Nov 8, 06:00 am",0,-1.90284
"Nov 8, 07:00 am",0,-1.90284
"Nov 8, 08:00 am",5,83.2564
"Nov 8, 09:00 am",5,106.096
"Nov 8, 10:00 am",7,260
"Nov 8, 11:00 am",30,2089.71
"Nov 8, 12:00 pm",62,4744.61
"Nov 8, 01:00 pm",63,4900.43
"Nov 8, 02:00 pm",9,402.409
"Nov 8, 03:00 pm",5,35.8
"Nov 8, 04:00 pm",0,-1.90284
"Nov 8, 05:00 pm",0,-1.90284
"Nov 8, 06:00 pm",0,-1.90284
"Nov 8, 07:00 pm",0,-1.90284
"Nov 8, 08:00 pm",0,-1.90284
"Nov 8, 09:00 pm",0,-1.90284
"Nov 8, 10:00 pm",0,-1.90284
"Nov 8, 11:00 pm",0,-1.90284
"Nov 9, 12:00 am",0,-1.90284
"Nov 9, 01:00 am",0,-1.90284
"Nov 9, 02:00 am",0,-1.90284
"Nov 9, 03:00 am",0,-1.90284
"Nov 9, 04:00 am",0,-1.90284
"Nov 9, 05:00 am",0,-1.90284
"Nov 9, 06:00 am",0,-1.90284
"Nov 9, 07:00 am",0,-1.90284
"Nov 9, 08:00 am",5,79.1543
"Nov 9, 09:00 am",3,-1.90284
"Nov 9, 10:00 am",4,35.4782
"Nov 9, 11:00 am",59,4500.56
"Nov 9, 12:00 pm",9,417.147
"Nov 9, 01:00 pm",8,337.219
"Nov 9, 02:00 pm",5,103.131
"Nov 9, 03:00 pm",7,131.74
"Nov 9, 04:00 pm",0,-1.90284
"Nov 9, 05:00 pm",0,-1.90284
"Nov 9, 06:00 pm",0,-1.90284
"Nov 9, 07:00 pm",0,-1.90284
"Nov 9, 08:00 pm",0,-1.90284
"Nov 9, 09:00 pm",0,-1.90284
"Nov 9, 10:00 pm",0,-1.90284
"Nov 9, 11:00 pm",0,-1.90284
"Nov 10, 12:00 am",0,-1.90284
"Nov 10, 01:00 am",0,-1.90284
"Nov 10, 02:00 am",0,-1.90284
"Nov 10, 03:00 am",0,-1.90284
"Nov 10, 04:00 am",0,-1.90284
"Nov 10, 05:00 am",0,-1.90284
"Nov 10, 06:00 am",0,-1.90284
"Nov 10, 07:00 am",0,-1.90284
"Nov 10, 08:00 am",6,140.412
"Nov 10, 09:00 am",3,-1.90284
"Nov 10, 10:00 am",117,10880
"Nov 10, 11:00 am",47,3511.05
"Nov 10, 12:00 pm",9,417.399
"Nov 10, 01:00 pm",7,262.263
"Nov 10, 02:00 pm",33,2316.41
"Nov 10, 03:00 pm",13,423.696
"Nov 10, 04:00 pm",0,-1.90284
"Nov 10, 05:00 pm",0,-1.90284
"Nov 10, 06:00 pm",0,-1.90284
"Nov 10, 07:00 pm",0,-1.90284
"Nov 10, 08:00 pm",0,-1.90284
"Nov 10, 09:00 pm",0,-1.90284
"Nov 10, 10:00 pm",0,-1.90284
"Nov 10, 11:00 pm",0,-1.90284
"Nov 11, 12:00 am",0,-1.90284
"Nov 11, 01:00 am",0,-1.90284
"Nov 11, 02:00 am",0,-1.90284
"Nov 11, 03:00 am",0,-1.90284
"Nov 11, 04:00 am",0,-1.90284
"Nov 11, 05:00 am",0,-1.90284
"Nov 11, 06:00 am",0,-1.90284
"Nov 11, 07:00 am",0,-1.90284
"Nov 11, 08:00 am",37,6528.02
"Nov 11, 09:00 am",124,23934.1
"Nov 11, 10:00 am",201,37293.3
"Nov 11, 11:00 am",122,11272.6
"Nov 11, 12:00 pm",96,8337.31
"Nov 11, 01:00 pm",82,6923.6
"Nov 11, 02:00 pm",152,26109.8
"Nov 11, 03:00 pm",13,360.651
"Nov 11, 04:00 pm",0,-1.90284
"Nov 11, 05:00 pm",0,-1.90284
"Nov 11, 06:00 pm",0,-1.90284
"Nov 11, 07:00 pm",0,-1.90284
"Nov 11, 08:00 pm",0,-1.90284
"Nov 11, 09:00 pm",0,-1.90284
"Nov 11, 10:00 pm",0,-1.90284
"Nov 11, 11:00 pm",0,-1.90284
"Nov 12, 12:00 am",0,-1.90284
"Nov 12, 01:00 am",0,-1.90284
"Nov 12, 02:00 am",0,-1.90284
"Nov 12, 03:00 am",0,-1.90284
"Nov 12, 04:00 am",0,-1.90284
"Nov 12, 05:00 am",0,-1.90284
"Nov 12, 06:00 am",0,-1.90284
"Nov 12, 07:00 am",0,-1.90284
"Nov 12, 08:00 am",33,4828.96
"Nov 12, 09:00 am",115,21459.2
"Nov 12, 10:00 am",191,34672.6
"Nov 12, 11:00 am",170,21043.1
"Nov 12, 12:00 pm",104,9347.47
"Nov 12, 01:00 pm",132,14517.7
"Nov 12, 02:00 pm",83,7964.8
"Nov 12, 03:00 pm",9,164.353
"Nov 12, 04:00 pm",0,-1.90284
"Nov 12, 05:00 pm",0,-1.90284
"Nov 12, 06:00 pm",0,-1.90284
"Nov 12, 07:00 pm",0,-1.90284
"Nov 12, 08:00 pm",0,-1.90284
"Nov 12, 09:00 pm",0,-1.90284
"Nov 12, 10:00 pm",0,-1.90284
"Nov 12, 11:00 pm",0,-1.90284
"Nov 13, 12:00 am",0,-1.90284
"Nov 13, 01:00 am",0,-1.90284
"Nov 13, 02:00 am",0,-1.90284
"Nov 13, 03:00 am",0,-1.90284
"Nov 13, 04:00 am",0,-1.90284
"Nov 13, 05:00 am",0,-1.90284
"Nov 13, 06:00 am",0,-1.90284
"Nov 13, 07:00 am",0,-1.90284
"Nov 13, 08:00 am",37,9012.68
"Nov 13, 09:00 am",129,28673.7
"Nov 13, 10:00 am",208,41796.8
"Nov 13, 11:00 am",131,12622.8
"Nov 13, 12:00 pm",263,48334.5
"Nov 13, 01:00 pm",228,41803.1
"Nov 13, 02:00 pm",46,3552.99
"Nov 13, 03:00 pm",16,519.486
"Nov 13, 04:00 pm",0,-1.90284
"Nov 13, 05:00 pm",0,-1.90284
"Nov 13, 06:00 pm",0,-1.90284
"Nov 13, 07:00 pm",0,-1.90284
"Nov 13, 08:00 pm",0,-1.90284
"Nov 13, 09:00 pm",0,-1.90284
"Nov 13, 10:00 pm",0,-1.90284
"Nov 13, 11:00 pm",0,-1.90284
"Nov 14, 12:00 am",0,-1.90284
"Nov 14, 01:00 am",0,-1.90284
"Nov 14, 02:00 am",0,-1.90284
"Nov 14, 03:00 am",0,-1.90284
"Nov 14, 04:00 am",0,-1.90284
"Nov 14, 05:00 am",0,-1.90284
"Nov 14, 06:00 am",0,-1.90284
"Nov 14, 07:00 am",0,-1.90284
"Nov 14, 08:00 am",3,-1.90284
"Nov 14, 09:00 am",3,-1.90284
"Nov 14, 10:00 am",15,901.294
"Nov 14, 11:00 am",4,38.552
"Nov 14, 12:00 pm",8,346.026
"Nov 14, 01:00 pm",18,1133.88
"Nov 14, 02:00 pm",5,102.191
"Nov 14, 03:00 pm",52,4999.93
"Nov 14, 04:00 pm",0,-1.90284
"Nov 14, 05:00 pm",0,-1.90284
"Nov 14, 06:00 pm",0,-1.90284
"Nov 14, 07:00 pm",0,-1.90284
"Nov 14, 08:00 pm",0,-1.90284
"Nov 14, 09:00 pm",0,-1.90284
"Nov 14, 10:00 pm",0,-1.90284
"Nov 14, 11:00 pm",0,-1.90284
"Nov 15, 12:00 am",0,-1.90284
"Nov 15, 01:00 am",0,-1.90284
"Nov 15, 02:00 am",0,-1.90284
"Nov 15, 03:00 am",0,-1.90284
"Nov 15, 04:00 am",0,-1.90284
"Nov 15, 05:00 am",0,-1.90284
"Nov 15, 06:00 am",0,-1.90284
"Nov 15, 07:00 am",0,-1.90284
"Nov 15, 08:00 am",29,5220.52
"Nov 15, 09:00 am",112,23920.8
"Nov 15, 10:00 am",188,36638.1
"Nov 15, 11:00 am",232,42685.7
"Nov 15, 12:00 pm",94,8159.45
"Nov 15, 01:00 pm",23,1517.81
"Nov 15, 02:00 pm",6,173.481
"Nov 15, 03:00 pm",53,5416.08
"Nov 15, 04:00 pm",0,-1.90284
"Nov 15, 05:00 pm",0,-1.90284
"Nov 15, 06:00 pm",0,-1.90284
"Nov 15, 07:00 pm",0,-1.90284
"Nov 15, 08:00 pm",0,-1.90284
"Nov 15, 09:00 pm",0,-1.90284
"Nov 15, 10:00 pm",0,-1.90284
"Nov 15, 11:00 pm",0,-1.90284
"Nov 16, 12:00 am",0,-1.90284
"Nov 16, 01:00 am",0,-1.90284
"Nov 16, 02:00 am",0,-1.90284
"Nov 16, 03:00 am",0,-1.90284
"Nov 16, 04:00 am",0,-1.90284
"Nov 16, 05:00 am",0,-1.90284
"Nov 16, 06:00 am",0,-1.90284
"Nov 16, 07:00 am",0,-1.90284
"Nov 16, 08:00 am",4,-1.90284
"Nov 16, 09:00 am",3,-1.90284
"Nov 16, 10:00 am",6,187.427
"Nov 16, 11:00 am",7,264.027
"Nov 16, 12:00 pm",8,339.415
"Nov 16, 01:00 pm",6,183.085
"Nov 16, 02:00 pm",4,26.4922
"Nov 16, 03:00 pm",4,-1.90284
"Nov 16, 04:00 pm",0,-1.90284
"Nov 16, 05:00 pm",0,-1.90284
"Nov 16, 06:00 pm",0,-1.90284
"Nov 16, 07:00 pm",0,-1.90284
"Nov 16, 08:00 pm",0,-1.90284
"Nov 16, 09:00 pm",0,-1.90284
"Nov 16, 10:00 pm",0,-1.90284
"Nov 16, 11:00 pm",0,-1.90284
"Nov 17, 12:00 am",0,-1.90284
"Nov 17, 01:00 am",0,-1.90284
"Nov 17, 02:00 am",0,-1.90284
"Nov 17, 03:00 am",0,-1.90284
"Nov 17, 04:00 am",0,-1.90284
"Nov 17, 05:00 am",0,-1.90284
"Nov 17, 06:00 am",0,-1.90284
"Nov 17, 07:00 am",0,-1.90284
"Nov 17, 08:00 am",23,2673.37
"Nov 17, 09:00 am",100,20281.6
"Nov 17, 10:00 am",176,34034.5
"Nov 17, 11:00 am",221,40871.1
"Nov 17, 12:00 pm",228,41337.1
"Nov 17, 01:00 pm",68,5586.39
"Nov 17, 02:00 pm",129,22654
"Nov 17, 03:00 pm",47,4919.26
"Nov 17, 04:00 pm",0,-1.90284
"Nov 17, 05:00 pm",0,-1.90284
"Nov 17, 06:00 pm",0,-1.90284
"Nov 17, 07:00 pm",0,-1.90284
"Nov 17, 08:00 pm",0,-1.90284
"Nov 17, 09:00 pm",0,-1.90284
"Nov 17, 10:00 pm",0,-1.90284
"Nov 17, 11:00 pm",0,-1.90284
"Nov 18, 12:00 am",0,-1.90284
"Nov 18, 01:00 am",0,-1.90284
"Nov 18, 02:00 am",0,-1.90284
"Nov 18, 03:00 am",0,-1.90284
"Nov 18, 04:00 am",0,-1.90284
"Nov 18, 05:00 am",0,-1.90284
"Nov 18, 06:00 am",0,-1.90284
"Nov 18, 07:00 am",0,-1.90284
"Nov 18, 08:00 am",6,21.158
"Nov 18, 09:00 am",10,483.265
"Nov 18, 10:00 am",6,188.202
"Nov 18, 11:00 am",17,1062.93
"Nov 18, 12:00 pm",16,982.981
"Nov 18, 01:00 pm",13,737.057
"Nov 18, 02:00 pm",18,1103.56
"Nov 18, 03:00 pm",43,4351.16
"Nov 18, 04:00 pm",0,-1.90284
"Nov 18, 05:00 pm",0,-1.90284
"Nov 18, 06:00 pm",0,-1.90284
"Nov 18, 07:00 pm",0,-1.90284
"Nov 18, 08:00 pm",0,-1.90284
"Nov 18, 09:00 pm",0,-1.90284
"Nov 18, 10:00 pm",0,-1.90284
"Nov 18, 11:00 pm",0,-1.90284
"Nov 19, 12:00 am",0,-1.90284
"Nov 19, 01:00 am",0,-1.90284
"Nov 19, 02:00 am",0,-1.90284
"Nov 19, 03:00 am",0,-1.90284
"Nov 19, 04:00 am",0,-1.90284
"Nov 19, 05:00 am",0,-1.90284
"Nov 19, 06:00 am",0,-1.90284
"Nov 19, 07:00 am",0,-1.90284
"Nov 19, 08:00 am",6,21.8415
"Nov 19, 09:00 am",11,563.078
"Nov 19, 10:00 am",45,3380.15
"Nov 19, 11:00 am",26,1805.03
"Nov 19, 12:00 pm",34,2470.74
"Nov 19, 01:00 pm",7,267.512
"Nov 19, 02:00 pm",20,1265.7
"Nov 19, 03:00 pm",5,-1.90284
"Nov 19, 04:00 pm",0,-1.90284
"Nov 19, 05:00 pm",0,-1.90284
"Nov 19, 06:00 pm",0,-1.90284
"Nov 19, 07:00 pm",0,-1.90284
"Nov 19, 08:00 pm",0,-1.90284
"Nov 19, 09:00 pm",0,-1.90284
"Nov 19, 10:00 pm",0,-1.90284
"Nov 19, 11:00 pm",0,-1.90284
"Nov 20, 12:00 am",0,-1.90284
"Nov 20, 01:00 am",0,-1.90284
"Nov 20, 02:00 am",0,-1.90284
"Nov 20, 03:00 am",0,-1.90284
"Nov 20, 04:00 am",0,-1.90284
"Nov 20, 05:00 am",0,-1.90284
"Nov 20, 06:00 am",0,-1.90284
"Nov 20, 07:00 am",0,-1.90284
"Nov 20, 08:00 am",19,4086.64
"Nov 20, 09:00 am",10,491.587
"Nov 20, 10:00 am",89,8106.86
"Nov 20, 11:00 am",221,43124.8
"Nov 20, 12:00 pm",97,8759.67
"Nov 20, 01:00 pm",116,13364
"Nov 20, 02:00 pm",43,3421.71
"Nov 20, 03:00 pm",11,285.909
"Nov 20, 04:00 pm",0,-1.90284
"Nov 20, 05:00 pm",0,-1.90284
"Nov 20, 06:00 pm",0,-1.90284
