"Time stamp,""Irradiance GHI calculated | (W/m2)""";;;;MONTH;DATE;TIME;VALUES GHI;;;;MONTH;DATE;TIME;VALUES GHI;;;;;
Jan 9, 03:00 pm,7;;Jan 9;;Jan;9;03:00 pm; 7 ;;;;Jan;9;03:00 pm; 7 ;;;;;
Jan 9, 04:00 pm,0;;Jan 9;;Jan;9;04:00 pm; 0 ;;;;Jan;9;04:00 pm; 0 ;;;;;
Jan 9, 05:00 pm,0;;Jan 9;;Jan;9;05:00 pm; 0 ;;;;Jan;9;05:00 pm; 0 ;;;;;
Jan 9, 06:00 pm,0;;Jan 9;;Jan;9;06:00 pm; 0 ;;;;Jan;9;06:00 pm; 0 ;;;;;
Jan 9, 07:00 pm,0;;Jan 9;;Jan;9;07:00 pm; 0 ;;;;Jan;9;07:00 pm; 0 ;;;;;
Jan 9, 08:00 pm,0;;Jan 9;;Jan;9;08:00 pm; 0 ;;;;Jan;9;08:00 pm; 0 ;;;;;
Jan 9, 09:00 pm,0;;Jan 9;;Jan;9;09:00 pm; 0 ;;;;Jan;9;09:00 pm; 0 ;;;;;
Jan 9, 10:00 pm,0;;Jan 9;;Jan;9;10:00 pm; 0 ;;;;Jan;9;10:00 pm; 0 ;;;;;
Jan 9, 11:00 pm,0;;Jan 9;;Jan;9;11:00 pm; 0 ;;;;Jan;9;11:00 pm; 0 ;;;;;
Jan 10, 12:00 am,0;;Jan 10;;Jan;10;12:00 am; 0 ;;;;Jan;10;12:00 am; 0 ;;;;;
Jan 10, 01:00 am,0;;Jan 10;;Jan;10;01:00 am; 0 ;;;;Jan;10;01:00 am; 0 ;;;;;
Jan 10, 02:00 am,0;;Jan 10;;Jan;10;02:00 am; 0 ;;;;Jan;10;02:00 am; 0 ;;;;;
Jan 10, 03:00 am,0;;Jan 10;;Jan;10;03:00 am; 0 ;;;;Jan;10;03:00 am; 0 ;;;;;
Jan 10, 04:00 am,0;;Jan 10;;Jan;10;04:00 am; 0 ;;;;Jan;10;04:00 am; 0 ;;;;;
Jan 10, 05:00 am,0;;Jan 10;;Jan;10;05:00 am; 0 ;;;;Jan;10;05:00 am; 0 ;;;;;
Jan 10, 06:00 am,0;;Jan 10;;Jan;10;06:00 am; 0 ;;;;Jan;10;06:00 am; 0 ;;;;;
Jan 10, 07:00 am,0;;Jan 10;;Jan;10;07:00 am; 0 ;;;;Jan;10;07:00 am; 0 ;;;;;
Jan 10, 08:00 am,0;;Jan 10;;Jan;10;08:00 am; 0 ;;;;Jan;10;08:00 am; 0 ;;;;;
Jan 10, 09:00 am,4;;Jan 10;;Jan;10;09:00 am; 4 ;;;;Jan;10;09:00 am; 4 ;;;;;
Jan 10, 10:00 am,6;;Jan 10;;Jan;10;10:00 am; 6 ;;;;Jan;10;10:00 am; 6 ;;;;;
Jan 10, 11:00 am,5;;Jan 10;;Jan;10;11:00 am; 5 ;;;;Jan;10;11:00 am; 5 ;;;;;
Jan 10, 12:00 pm,6;;Jan 10;;Jan;10;12:00 pm; 6 ;;;;Jan;10;12:00 pm; 6 ;;;;;
Jan 10, 01:00 pm,6;;Jan 10;;Jan;10;01:00 pm; 6 ;;;;Jan;10;01:00 pm; 6 ;;;;;
Jan 10, 02:00 pm,4;;Jan 10;;Jan;10;02:00 pm; 4 ;;;;Jan;10;02:00 pm; 4 ;;;;;
Jan 10, 03:00 pm,6;;Jan 10;;Jan;10;03:00 pm; 6 ;;;;Jan;10;03:00 pm; 6 ;;;;;
Jan 10, 04:00 pm,0;;Jan 10;;Jan;10;04:00 pm; 0 ;;;;Jan;10;04:00 pm; 0 ;;;;;
Jan 10, 05:00 pm,0;;Jan 10;;Jan;10;05:00 pm; 0 ;;;;Jan;10;05:00 pm; 0 ;;;;;
Jan 10, 06:00 pm,0;;Jan 10;;Jan;10;06:00 pm; 0 ;;;;Jan;10;06:00 pm; 0 ;;;;;
Jan 10, 07:00 pm,0;;Jan 10;;Jan;10;07:00 pm; 0 ;;;;Jan;10;07:00 pm; 0 ;;;;;
Jan 10, 08:00 pm,0;;Jan 10;;Jan;10;08:00 pm; 0 ;;;;Jan;10;08:00 pm; 0 ;;;;;
Jan 10, 09:00 pm,0;;Jan 10;;Jan;10;09:00 pm; 0 ;;;;Jan;10;09:00 pm; 0 ;;;;;
Jan 10, 10:00 pm,0;;Jan 10;;Jan;10;10:00 pm; 0 ;;;;Jan;10;10:00 pm; 0 ;;;;;
Jan 10, 11:00 pm,0;;Jan 10;;Jan;10;11:00 pm; 0 ;;;;Jan;10;11:00 pm; 0 ;;;;;
Jan 11, 12:00 am,0;;Jan 11;;Jan;11;12:00 am; 0 ;;;;Jan;11;12:00 am; 0 ;;;;;
Jan 11, 01:00 am,0;;Jan 11;;Jan;11;01:00 am; 0 ;;;;Jan;11;01:00 am; 0 ;;;;;
Jan 11, 02:00 am,0;;Jan 11;;Jan;11;02:00 am; 0 ;;;;Jan;11;02:00 am; 0 ;;;;;
Jan 11, 03:00 am,0;;Jan 11;;Jan;11;03:00 am; 0 ;;;;Jan;11;03:00 am; 0 ;;;;;
Jan 11, 04:00 am,0;;Jan 11;;Jan;11;04:00 am; 0 ;;;;Jan;11;04:00 am; 0 ;;;;;
Jan 11, 05:00 am,0;;Jan 11;;Jan;11;05:00 am; 0 ;;;;Jan;11;05:00 am; 0 ;;;;;
Jan 11, 06:00 am,0;;Jan 11;;Jan;11;06:00 am; 0 ;;;;Jan;11;06:00 am; 0 ;;;;;
Jan 11, 07:00 am,0;;Jan 11;;Jan;11;07:00 am; 0 ;;;;Jan;11;07:00 am; 0 ;;;;;
Jan 11, 08:00 am,0;;Jan 11;;Jan;11;08:00 am; 0 ;;;;Jan;11;08:00 am; 0 ;;;;;
Jan 11, 09:00 am,5;;Jan 11;;Jan;11;09:00 am; 5 ;;;;Jan;11;09:00 am; 5 ;;;;;
Jan 11, 10:00 am,6;;Jan 11;;Jan;11;10:00 am; 6 ;;;;Jan;11;10:00 am; 6 ;;;;;
Jan 11, 11:00 am,5;;Jan 11;;Jan;11;11:00 am; 5 ;;;;Jan;11;11:00 am; 5 ;;;;;
Jan 11, 12:00 pm,79.4327;;Jan 11;;Jan;11;12:00 pm; 79.4327 ;;;;Jan;11;12:00 pm; 79.4327 ;;;;;
Jan 11, 01:00 pm,4;;Jan 11;;Jan;11;01:00 pm; 4 ;;;;Jan;11;01:00 pm; 4 ;;;;;
Jan 11, 02:00 pm,4;;Jan 11;;Jan;11;02:00 pm; 4 ;;;;Jan;11;02:00 pm; 4 ;;;;;
Jan 11, 03:00 pm,12;;Jan 11;;Jan;11;03:00 pm; 12 ;;;;Jan;11;03:00 pm; 12 ;;;;;
Jan 11, 04:00 pm,0;;Jan 11;;Jan;11;04:00 pm; 0 ;;;;Jan;11;04:00 pm; 0 ;;;;;
Jan 11, 05:00 pm,0;;Jan 11;;Jan;11;05:00 pm; 0 ;;;;Jan;11;05:00 pm; 0 ;;;;;
Jan 11, 06:00 pm,0;;Jan 11;;Jan;11;06:00 pm; 0 ;;;;Jan;11;06:00 pm; 0 ;;;;;
Jan 11, 07:00 pm,0;;Jan 11;;Jan;11;07:00 pm; 0 ;;;;Jan;11;07:00 pm; 0 ;;;;;
Jan 11, 08:00 pm,0;;Jan 11;;Jan;11;08:00 pm; 0 ;;;;Jan;11;08:00 pm; 0 ;;;;;
Jan 11, 09:00 pm,0;;Jan 11;;Jan;11;09:00 pm; 0 ;;;;Jan;11;09:00 pm; 0 ;;;;;
Jan 11, 10:00 pm,0;;Jan 11;;Jan;11;10:00 pm; 0 ;;;;Jan;11;10:00 pm; 0 ;;;;;
Jan 11, 11:00 pm,0;;Jan 11;;Jan;11;11:00 pm; 0 ;;;;Jan;11;11:00 pm; 0 ;;;;;
Jan 12, 12:00 am,0;;Jan 12;;Jan;12;12:00 am; 0 ;;;;Jan;12;12:00 am; 0 ;;;;;
Jan 12, 01:00 am,0;;Jan 12;;Jan;12;01:00 am; 0 ;;;;Jan;12;01:00 am; 0 ;;;;;
Jan 12, 02:00 am,0;;Jan 12;;Jan;12;02:00 am; 0 ;;;;Jan;12;02:00 am; 0 ;;;;;
Jan 12, 03:00 am,0;;Jan 12;;Jan;12;03:00 am; 0 ;;;;Jan;12;03:00 am; 0 ;;;;;
Jan 12, 04:00 am,0;;Jan 12;;Jan;12;04:00 am; 0 ;;;;Jan;12;04:00 am; 0 ;;;;;
Jan 12, 05:00 am,0;;Jan 12;;Jan;12;05:00 am; 0 ;;;;Jan;12;05:00 am; 0 ;;;;;
Jan 12, 06:00 am,0;;Jan 12;;Jan;12;06:00 am; 0 ;;;;Jan;12;06:00 am; 0 ;;;;;
Jan 12, 07:00 am,0;;Jan 12;;Jan;12;07:00 am; 0 ;;;;Jan;12;07:00 am; 0 ;;;;;
Jan 12, 08:00 am,0;;Jan 12;;Jan;12;08:00 am; 0 ;;;;Jan;12;08:00 am; 0 ;;;;;
Jan 12, 09:00 am,5;;Jan 12;;Jan;12;09:00 am; 5 ;;;;Jan;12;09:00 am; 5 ;;;;;
Jan 12, 10:00 am,11;;Jan 12;;Jan;12;10:00 am; 11 ;;;;Jan;12;10:00 am; 11 ;;;;;
Jan 12, 11:00 am,6;;Jan 12;;Jan;12;11:00 am; 6 ;;;;Jan;12;11:00 am; 6 ;;;;;
Jan 12, 12:00 pm,4;;Jan 12;;Jan;12;12:00 pm; 4 ;;;;Jan;12;12:00 pm; 4 ;;;;;
Jan 12, 01:00 pm,7;;Jan 12;;Jan;12;01:00 pm; 7 ;;;;Jan;12;01:00 pm; 7 ;;;;;
Jan 12, 02:00 pm,25;;Jan 12;;Jan;12;02:00 pm; 25 ;;;;Jan;12;02:00 pm; 25 ;;;;;
Jan 12, 03:00 pm,6;;Jan 12;;Jan;12;03:00 pm; 6 ;;;;Jan;12;03:00 pm; 6 ;;;;;
Jan 12, 04:00 pm,0;;Jan 12;;Jan;12;04:00 pm; 0 ;;;;Jan;12;04:00 pm; 0 ;;;;;
Jan 12, 05:00 pm,0;;Jan 12;;Jan;12;05:00 pm; 0 ;;;;Jan;12;05:00 pm; 0 ;;;;;
Jan 12, 06:00 pm,0;;Jan 12;;Jan;12;06:00 pm; 0 ;;;;Jan;12;06:00 pm; 0 ;;;;;
Jan 12, 07:00 pm,0;;Jan 12;;Jan;12;07:00 pm; 0 ;;;;Jan;12;07:00 pm; 0 ;;;;;
Jan 12, 08:00 pm,0;;Jan 12;;Jan;12;08:00 pm; 0 ;;;;Jan;12;08:00 pm; 0 ;;;;;
Jan 12, 09:00 pm,0;;Jan 12;;Jan;12;09:00 pm; 0 ;;;;Jan;12;09:00 pm; 0 ;;;;;
Jan 12, 10:00 pm,0;;Jan 12;;Jan;12;10:00 pm; 0 ;;;;Jan;12;10:00 pm; 0 ;;;;;
Jan 12, 11:00 pm,0;;Jan 12;;Jan;12;11:00 pm; 0 ;;;;Jan;12;11:00 pm; 0 ;;;;;
Jan 13, 12:00 am,0;;Jan 13;;Jan;13;12:00 am; 0 ;;;;Jan;13;12:00 am; 0 ;;;;;
Jan 13, 01:00 am,0;;Jan 13;;Jan;13;01:00 am; 0 ;;;;Jan;13;01:00 am; 0 ;;;;;
Jan 13, 02:00 am,0;;Jan 13;;Jan;13;02:00 am; 0 ;;;;Jan;13;02:00 am; 0 ;;;;;
Jan 13, 03:00 am,0;;Jan 13;;Jan;13;03:00 am; 0 ;;;;Jan;13;03:00 am; 0 ;;;;;
Jan 13, 04:00 am,0;;Jan 13;;Jan;13;04:00 am; 0 ;;;;Jan;13;04:00 am; 0 ;;;;;
Jan 13, 05:00 am,0;;Jan 13;;Jan;13;05:00 am; 0 ;;;;Jan;13;05:00 am; 0 ;;;;;
Jan 13, 06:00 am,0;;Jan 13;;Jan;13;06:00 am; 0 ;;;;Jan;13;06:00 am; 0 ;;;;;
Jan 13, 07:00 am,0;;Jan 13;;Jan;13;07:00 am; 0 ;;;;Jan;13;07:00 am; 0 ;;;;;
Jan 13, 08:00 am,0;;Jan 13;;Jan;13;08:00 am; 0 ;;;;Jan;13;08:00 am; 0 ;;;;;
Jan 13, 09:00 am,4;;Jan 13;;Jan;13;09:00 am; 4 ;;;;Jan;13;09:00 am; 4 ;;;;;
Jan 13, 10:00 am,9;;Jan 13;;Jan;13;10:00 am; 9 ;;;;Jan;13;10:00 am; 9 ;;;;;
Jan 13, 11:00 am,166.026;;Jan 13;;Jan;13;11:00 am; 166.026 ;;;;Jan;13;11:00 am; 166.026 ;;;;;
Jan 13, 12:00 pm,51;;Jan 13;;Jan;13;12:00 pm; 51 ;;;;Jan;13;12:00 pm; 51 ;;;;;
Jan 13, 01:00 pm,180.26;;Jan 13;;Jan;13;01:00 pm; 180.26 ;;;;Jan;13;01:00 pm; 180.26 ;;;;;
Jan 13, 02:00 pm,133.493;;Jan 13;;Jan;13;02:00 pm; 133.493 ;;;;Jan;13;02:00 pm; 133.493 ;;;;;
Jan 13, 03:00 pm,13;;Jan 13;;Jan;13;03:00 pm; 13 ;;;;Jan;13;03:00 pm; 13 ;;;;;
Jan 13, 04:00 pm,0;;Jan 13;;Jan;13;04:00 pm; 0 ;;;;Jan;13;04:00 pm; 0 ;;;;;
Jan 13, 05:00 pm,0;;Jan 13;;Jan;13;05:00 pm; 0 ;;;;Jan;13;05:00 pm; 0 ;;;;;
Jan 13, 06:00 pm,0;;Jan 13;;Jan;13;06:00 pm; 0 ;;;;Jan;13;06:00 pm; 0 ;;;;;
Jan 13, 07:00 pm,0;;Jan 13;;Jan;13;07:00 pm; 0 ;;;;Jan;13;07:00 pm; 0 ;;;;;
Jan 13, 08:00 pm,0;;Jan 13;;Jan;13;08:00 pm; 0 ;;;;Jan;13;08:00 pm; 0 ;;;;;
Jan 13, 09:00 pm,0;;Jan 13;;Jan;13;09:00 pm; 0 ;;;;Jan;13;09:00 pm; 0 ;;;;;
Jan 13, 10:00 pm,0;;Jan 13;;Jan;13;10:00 pm; 0 ;;;;Jan;13;10:00 pm; 0 ;;;;;
Jan 13, 11:00 pm,0;;Jan 13;;Jan;13;11:00 pm; 0 ;;;;Jan;13;11:00 pm; 0 ;;;;;
Jan 14, 12:00 am,0;;Jan 14;;Jan;14;12:00 am; 0 ;;;;Jan;14;12:00 am; 0 ;;;;;
Jan 14, 01:00 am,0;;Jan 14;;Jan;14;01:00 am; 0 ;;;;Jan;14;01:00 am; 0 ;;;;;
Jan 14, 02:00 am,0;;Jan 14;;Jan;14;02:00 am; 0 ;;;;Jan;14;02:00 am; 0 ;;;;;
Jan 14, 03:00 am,0;;Jan 14;;Jan;14;03:00 am; 0 ;;;;Jan;14;03:00 am; 0 ;;;;;
Jan 14, 04:00 am,0;;Jan 14;;Jan;14;04:00 am; 0 ;;;;Jan;14;04:00 am; 0 ;;;;;
Jan 14, 05:00 am,0;;Jan 14;;Jan;14;05:00 am; 0 ;;;;Jan;14;05:00 am; 0 ;;;;;
Jan 14, 06:00 am,0;;Jan 14;;Jan;14;06:00 am; 0 ;;;;Jan;14;06:00 am; 0 ;;;;;
Jan 14, 07:00 am,0;;Jan 14;;Jan;14;07:00 am; 0 ;;;;Jan;14;07:00 am; 0 ;;;;;
Jan 14, 08:00 am,0;;Jan 14;;Jan;14;08:00 am; 0 ;;;;Jan;14;08:00 am; 0 ;;;;;
Jan 14, 09:00 am,25.8372;;Jan 14;;Jan;14;09:00 am; 25.8372 ;;;;Jan;14;09:00 am; 25.8372 ;;;;;
Jan 14, 10:00 am,18;;Jan 14;;Jan;14;10:00 am; 18 ;;;;Jan;14;10:00 am; 18 ;;;;;
Jan 14, 11:00 am,156.348;;Jan 14;;Jan;14;11:00 am; 156.348 ;;;;Jan;14;11:00 am; 156.348 ;;;;;
Jan 14, 12:00 pm,186.42;;Jan 14;;Jan;14;12:00 pm; 186.42 ;;;;Jan;14;12:00 pm; 186.42 ;;;;;
Jan 14, 01:00 pm,79.2088;;Jan 14;;Jan;14;01:00 pm; 79.2088 ;;;;Jan;14;01:00 pm; 79.2088 ;;;;;
Jan 14, 02:00 pm,17;;Jan 14;;Jan;14;02:00 pm; 17 ;;;;Jan;14;02:00 pm; 17 ;;;;;
Jan 14, 03:00 pm,19;;Jan 14;;Jan;14;03:00 pm; 19 ;;;;Jan;14;03:00 pm; 19 ;;;;;
Jan 14, 04:00 pm,0;;Jan 14;;Jan;14;04:00 pm; 0 ;;;;Jan;14;04:00 pm; 0 ;;;;;
Jan 14, 05:00 pm,0;;Jan 14;;Jan;14;05:00 pm; 0 ;;;;Jan;14;05:00 pm; 0 ;;;;;
Jan 14, 06:00 pm,0;;Jan 14;;Jan;14;06:00 pm; 0 ;;;;Jan;14;06:00 pm; 0 ;;;;;
Jan 14, 07:00 pm,0;;Jan 14;;Jan;14;07:00 pm; 0 ;;;;Jan;14;07:00 pm; 0 ;;;;;
Jan 14, 08:00 pm,0;;Jan 14;;Jan;14;08:00 pm; 0 ;;;;Jan;14;08:00 pm; 0 ;;;;;
Jan 14, 09:00 pm,0;;Jan 14;;Jan;14;09:00 pm; 0 ;;;;Jan;14;09:00 pm; 0 ;;;;;
Jan 14, 10:00 pm,0;;Jan 14;;Jan;14;10:00 pm; 0 ;;;;Jan;14;10:00 pm; 0 ;;;;;
Jan 14, 11:00 pm,0;;Jan 14;;Jan;14;11:00 pm; 0 ;;;;Jan;14;11:00 pm; 0 ;;;;;
Jan 15, 12:00 am,0;;Jan 15;;Jan;15;12:00 am; 0 ;;;;Jan;15;12:00 am; 0 ;;;;;
Jan 15, 01:00 am,0;;Jan 15;;Jan;15;01:00 am; 0 ;;;;Jan;15;01:00 am; 0 ;;;;;
Jan 15, 02:00 am,0;;Jan 15;;Jan;15;02:00 am; 0 ;;;;Jan;15;02:00 am; 0 ;;;;;
Jan 15, 03:00 am,0;;Jan 15;;Jan;15;03:00 am; 0 ;;;;Jan;15;03:00 am; 0 ;;;;;
Jan 15, 04:00 am,0;;Jan 15;;Jan;15;04:00 am; 0 ;;;;Jan;15;04:00 am; 0 ;;;;;
Jan 15, 05:00 am,0;;Jan 15;;Jan;15;05:00 am; 0 ;;;;Jan;15;05:00 am; 0 ;;;;;
Jan 15, 06:00 am,0;;Jan 15;;Jan;15;06:00 am; 0 ;;;;Jan;15;06:00 am; 0 ;;;;;
Jan 15, 07:00 am,0;;Jan 15;;Jan;15;07:00 am; 0 ;;;;Jan;15;07:00 am; 0 ;;;;;
Jan 15, 08:00 am,0;;Jan 15;;Jan;15;08:00 am; 0 ;;;;Jan;15;08:00 am; 0 ;;;;;
Jan 15, 09:00 am,39.7589;;Jan 15;;Jan;15;09:00 am; 39.7589 ;;;;Jan;15;09:00 am; 39.7589 ;;;;;
Jan 15, 10:00 am,15;;Jan 15;;Jan;15;10:00 am; 15 ;;;;Jan;15;10:00 am; 15 ;;;;;
Jan 15, 11:00 am,20;;Jan 15;;Jan;15;11:00 am; 20 ;;;;Jan;15;11:00 am; 20 ;;;;;
Jan 15, 12:00 pm,215.31;;Jan 15;;Jan;15;12:00 pm; 215.31 ;;;;Jan;15;12:00 pm; 215.31 ;;;;;
Jan 15, 01:00 pm,200.681;;Jan 15;;Jan;15;01:00 pm; 200.681 ;;;;Jan;15;01:00 pm; 200.681 ;;;;;
Jan 15, 02:00 pm,148.245;;Jan 15;;Jan;15;02:00 pm; 148.245 ;;;;Jan;15;02:00 pm; 148.245 ;;;;;
Jan 15, 03:00 pm,22;;Jan 15;;Jan;15;03:00 pm; 22 ;;;;Jan;15;03:00 pm; 22 ;;;;;
Jan 15, 04:00 pm,0;;Jan 15;;Jan;15;04:00 pm; 0 ;;;;Jan;15;04:00 pm; 0 ;;;;;
Jan 15, 05:00 pm,0;;Jan 15;;Jan;15;05:00 pm; 0 ;;;;Jan;15;05:00 pm; 0 ;;;;;
Jan 15, 06:00 pm,0;;Jan 15;;Jan;15;06:00 pm; 0 ;;;;Jan;15;06:00 pm; 0 ;;;;;
Jan 15, 07:00 pm,0;;Jan 15;;Jan;15;07:00 pm; 0 ;;;;Jan;15;07:00 pm; 0 ;;;;;
Jan 15, 08:00 pm,0;;Jan 15;;Jan;15;08:00 pm; 0 ;;;;Jan;15;08:00 pm; 0 ;;;;;
Jan 15, 09:00 pm,0;;Jan 15;;Jan;15;09:00 pm; 0 ;;;;Jan;15;09:00 pm; 0 ;;;;;
Jan 15, 10:00 pm,0;;Jan 15;;Jan;15;10:00 pm; 0 ;;;;Jan;15;10:00 pm; 0 ;;;;;
Jan 15, 11:00 pm,0;;Jan 15;;Jan;15;11:00 pm; 0 ;;;;Jan;15;11:00 pm; 0 ;;;;;
Jan 16, 12:00 am,0;;Jan 16;;Jan;16;12:00 am; 0 ;;;;Jan;16;12:00 am; 0 ;;;;;
Jan 16, 01:00 am,0;;Jan 16;;Jan;16;01:00 am; 0 ;;;;Jan;16;01:00 am; 0 ;;;;;
Jan 16, 02:00 am,0;;Jan 16;;Jan;16;02:00 am; 0 ;;;;Jan;16;02:00 am; 0 ;;;;;
Jan 16, 03:00 am,0;;Jan 16;;Jan;16;03:00 am; 0 ;;;;Jan;16;03:00 am; 0 ;;;;;
Jan 16, 04:00 am,0;;Jan 16;;Jan;16;04:00 am; 0 ;;;;Jan;16;04:00 am; 0 ;;;;;
Jan 16, 05:00 am,0;;Jan 16;;Jan;16;05:00 am; 0 ;;;;Jan;16;05:00 am; 0 ;;;;;
Jan 16, 06:00 am,0;;Jan 16;;Jan;16;06:00 am; 0 ;;;;Jan;16;06:00 am; 0 ;;;;;
Jan 16, 07:00 am,0;;Jan 16;;Jan;16;07:00 am; 0 ;;;;Jan;16;07:00 am; 0 ;;;;;
Jan 16, 08:00 am,0;;Jan 16;;Jan;16;08:00 am; 0 ;;;;Jan;16;08:00 am; 0 ;;;;;
Jan 16, 09:00 am,42.96;;Jan 16;;Jan;16;09:00 am; 42.96 ;;;;Jan;16;09:00 am; 42.96 ;;;;;
Jan 16, 10:00 am,26;;Jan 16;;Jan;16;10:00 am; 26 ;;;;Jan;16;10:00 am; 26 ;;;;;
Jan 16, 11:00 am,194.586;;Jan 16;;Jan;16;11:00 am; 194.586 ;;;;Jan;16;11:00 am; 194.586 ;;;;;
Jan 16, 12:00 pm,225.882;;Jan 16;;Jan;16;12:00 pm; 225.882 ;;;;Jan;16;12:00 pm; 225.882 ;;;;;
Jan 16, 01:00 pm,208.056;;Jan 16;;Jan;16;01:00 pm; 208.056 ;;;;Jan;16;01:00 pm; 208.056 ;;;;;
Jan 16, 02:00 pm,155.006;;Jan 16;;Jan;16;02:00 pm; 155.006 ;;;;Jan;16;02:00 pm; 155.006 ;;;;;
Jan 16, 03:00 pm,32;;Jan 16;;Jan;16;03:00 pm; 32 ;;;;Jan;16;03:00 pm; 32 ;;;;;
Jan 16, 04:00 pm,0;;Jan 16;;Jan;16;04:00 pm; 0 ;;;;Jan;16;04:00 pm; 0 ;;;;;
Jan 16, 05:00 pm,0;;Jan 16;;Jan;16;05:00 pm; 0 ;;;;Jan;16;05:00 pm; 0 ;;;;;
Jan 16, 06:00 pm,0;;Jan 16;;Jan;16;06:00 pm; 0 ;;;;Jan;16;06:00 pm; 0 ;;;;;
Jan 16, 07:00 pm,0;;Jan 16;;Jan;16;07:00 pm; 0 ;;;;Jan;16;07:00 pm; 0 ;;;;;
Jan 16, 08:00 pm,0;;Jan 16;;Jan;16;08:00 pm; 0 ;;;;Jan;16;08:00 pm; 0 ;;;;;
Jan 16, 09:00 pm,0;;Jan 16;;Jan;16;09:00 pm; 0 ;;;;Jan;16;09:00 pm; 0 ;;;;;
Jan 16, 10:00 pm,0;;Jan 16;;Jan;16;10:00 pm; 0 ;;;;Jan;16;10:00 pm; 0 ;;;;;
Jan 16, 11:00 pm,0;;Jan 16;;Jan;16;11:00 pm; 0 ;;;;Jan;16;11:00 pm; 0 ;;;;;
Jan 17, 12:00 am,0;;Jan 17;;Jan;17;12:00 am; 0 ;;;;Jan;17;12:00 am; 0 ;;;;;
Jan 17, 01:00 am,0;;Jan 17;;Jan;17;01:00 am; 0 ;;;;Jan;17;01:00 am; 0 ;;;;;
Jan 17, 02:00 am,0;;Jan 17;;Jan;17;02:00 am; 0 ;;;;Jan;17;02:00 am; 0 ;;;;;
Jan 17, 03:00 am,0;;Jan 17;;Jan;17;03:00 am; 0 ;;;;Jan;17;03:00 am; 0 ;;;;;
Jan 17, 04:00 am,0;;Jan 17;;Jan;17;04:00 am; 0 ;;;;Jan;17;04:00 am; 0 ;;;;;
Jan 17, 05:00 am,0;;Jan 17;;Jan;17;05:00 am; 0 ;;;;Jan;17;05:00 am; 0 ;;;;;
Jan 17, 06:00 am,0;;Jan 17;;Jan;17;06:00 am; 0 ;;;;Jan;17;06:00 am; 0 ;;;;;
Jan 17, 07:00 am,0;;Jan 17;;Jan;17;07:00 am; 0 ;;;;Jan;17;07:00 am; 0 ;;;;;
Jan 17, 08:00 am,0;;Jan 17;;Jan;17;08:00 am; 0 ;;;;Jan;17;08:00 am; 0 ;;;;;
Jan 17, 09:00 am,4;;Jan 17;;Jan;17;09:00 am; 4 ;;;;Jan;17;09:00 am; 4 ;;;;;
Jan 17, 10:00 am,6;;Jan 17;;Jan;17;10:00 am; 6 ;;;;Jan;17;10:00 am; 6 ;;;;;
Jan 17, 11:00 am,9;;Jan 17;;Jan;17;11:00 am; 9 ;;;;Jan;17;11:00 am; 9 ;;;;;
Jan 17, 12:00 pm,11;;Jan 17;;Jan;17;12:00 pm; 11 ;;;;Jan;17;12:00 pm; 11 ;;;;;
Jan 17, 01:00 pm,10;;Jan 17;;Jan;17;01:00 pm; 10 ;;;;Jan;17;01:00 pm; 10 ;;;;;
Jan 17, 02:00 pm,9;;Jan 17;;Jan;17;02:00 pm; 9 ;;;;Jan;17;02:00 pm; 9 ;;;;;
Jan 17, 03:00 pm,21;;Jan 17;;Jan;17;03:00 pm; 21 ;;;;Jan;17;03:00 pm; 21 ;;;;;
Jan 17, 04:00 pm,0;;Jan 17;;Jan;17;04:00 pm; 0 ;;;;Jan;17;04:00 pm; 0 ;;;;;
Jan 17, 05:00 pm,0;;Jan 17;;Jan;17;05:00 pm; 0 ;;;;Jan;17;05:00 pm; 0 ;;;;;
Jan 17, 06:00 pm,0;;Jan 17;;Jan;17;06:00 pm; 0 ;;;;Jan;17;06:00 pm; 0 ;;;;;
Jan 17, 07:00 pm,0;;Jan 17;;Jan;17;07:00 pm; 0 ;;;;Jan;17;07:00 pm; 0 ;;;;;
Jan 17, 08:00 pm,0;;Jan 17;;Jan;17;08:00 pm; 0 ;;;;Jan;17;08:00 pm; 0 ;;;;;
Jan 17, 09:00 pm,0;;Jan 17;;Jan;17;09:00 pm; 0 ;;;;Jan;17;09:00 pm; 0 ;;;;;
Jan 17, 10:00 pm,0;;Jan 17;;Jan;17;10:00 pm; 0 ;;;;Jan;17;10:00 pm; 0 ;;;;;
Jan 17, 11:00 pm,0;;Jan 17;;Jan;17;11:00 pm; 0 ;;;;Jan;17;11:00 pm; 0 ;;;;;
Jan 18, 12:00 am,0;;Jan 18;;Jan;18;12:00 am; 0 ;;;;Jan;18;12:00 am; 0 ;;;;;
Jan 18, 01:00 am,0;;Jan 18;;Jan;18;01:00 am; 0 ;;;;Jan;18;01:00 am; 0 ;;;;;
Jan 18, 02:00 am,0;;Jan 18;;Jan;18;02:00 am; 0 ;;;;Jan;18;02:00 am; 0 ;;;;;
Jan 18, 03:00 am,0;;Jan 18;;Jan;18;03:00 am; 0 ;;;;Jan;18;03:00 am; 0 ;;;;;
Jan 18, 04:00 am,0;;Jan 18;;Jan;18;04:00 am; 0 ;;;;Jan;18;04:00 am; 0 ;;;;;
Jan 18, 05:00 am,0;;Jan 18;;Jan;18;05:00 am; 0 ;;;;Jan;18;05:00 am; 0 ;;;;;
