"Time stamp,""Irradiance GHI calculated | (W/m2)""";;;;MONTH;DATE;TIME;VALUES GHI;;;;MONTH;DATE;TIME;VALUES GHI;;;;;
Oct 5, 10:00 pm,0;;Oct 5;;Oct;5;10:00 pm; 0 ;;;;Oct;5;10:00 pm; 0 ;;;;;
Oct 5, 11:00 pm,0;;Oct 5;;Oct;5;11:00 pm; 0 ;;;;Oct;5;11:00 pm; 0 ;;;;;
Oct 6, 12:00 am,0;;Oct 6;;Oct;6;12:00 am; 0 ;;;;Oct;6;12:00 am; 0 ;;;;;
Oct 6, 01:00 am,0;;Oct 6;;Oct;6;01:00 am; 0 ;;;;Oct;6;01:00 am; 0 ;;;;;
Oct 6, 02:00 am,0;;Oct 6;;Oct;6;02:00 am; 0 ;;;;Oct;6;02:00 am; 0 ;;;;;
Oct 6, 03:00 am,0;;Oct 6;;Oct;6;03:00 am; 0 ;;;;Oct;6;03:00 am; 0 ;;;;;
Oct 6, 04:00 am,0;;Oct 6;;Oct;6;04:00 am; 0 ;;;;Oct;6;04:00 am; 0 ;;;;;
Oct 6, 05:00 am,0;;Oct 6;;Oct;6;05:00 am; 0 ;;;;Oct;6;05:00 am; 0 ;;;;;
Oct 6, 06:00 am,0;;Oct 6;;Oct;6;06:00 am; 0 ;;;;Oct;6;06:00 am; 0 ;;;;;
Oct 6, 07:00 am,61.3571;;Oct 6;;Oct;6;07:00 am; 61.3571 ;;;;Oct;6;07:00 am; 61.3571 ;;;;;
Oct 6, 08:00 am,193.646;;Oct 6;;Oct;6;08:00 am; 193.646 ;;;;Oct;6;08:00 am; 193.646 ;;;;;
Oct 6, 09:00 am,318.471;;Oct 6;;Oct;6;09:00 am; 318.471 ;;;;Oct;6;09:00 am; 318.471 ;;;;;
Oct 6, 10:00 am,414.773;;Oct 6;;Oct;6;10:00 am; 414.773 ;;;;Oct;6;10:00 am; 414.773 ;;;;;
Oct 6, 11:00 am,469.186;;Oct 6;;Oct;6;11:00 am; 469.186 ;;;;Oct;6;11:00 am; 469.186 ;;;;;
Oct 6, 12:00 pm,481.362;;Oct 6;;Oct;6;12:00 pm; 481.362 ;;;;Oct;6;12:00 pm; 481.362 ;;;;;
Oct 6, 01:00 pm,446.616;;Oct 6;;Oct;6;01:00 pm; 446.616 ;;;;Oct;6;01:00 pm; 446.616 ;;;;;
Oct 6, 02:00 pm,375.076;;Oct 6;;Oct;6;02:00 pm; 375.076 ;;;;Oct;6;02:00 pm; 375.076 ;;;;;
Oct 6, 03:00 pm,267.086;;Oct 6;;Oct;6;03:00 pm; 267.086 ;;;;Oct;6;03:00 pm; 267.086 ;;;;;
Oct 6, 04:00 pm,140.988;;Oct 6;;Oct;6;04:00 pm; 140.988 ;;;;Oct;6;04:00 pm; 140.988 ;;;;;
Oct 6, 05:00 pm,29.5788;;Oct 6;;Oct;6;05:00 pm; 29.5788 ;;;;Oct;6;05:00 pm; 29.5788 ;;;;;
Oct 6, 06:00 pm,0;;Oct 6;;Oct;6;06:00 pm; 0 ;;;;Oct;6;06:00 pm; 0 ;;;;;
Oct 6, 07:00 pm,0;;Oct 6;;Oct;6;07:00 pm; 0 ;;;;Oct;6;07:00 pm; 0 ;;;;;
Oct 6, 08:00 pm,0;;Oct 6;;Oct;6;08:00 pm; 0 ;;;;Oct;6;08:00 pm; 0 ;;;;;
Oct 6, 09:00 pm,0;;Oct 6;;Oct;6;09:00 pm; 0 ;;;;Oct;6;09:00 pm; 0 ;;;;;
Oct 6, 10:00 pm,0;;Oct 6;;Oct;6;10:00 pm; 0 ;;;;Oct;6;10:00 pm; 0 ;;;;;
Oct 6, 11:00 pm,0;;Oct 6;;Oct;6;11:00 pm; 0 ;;;;Oct;6;11:00 pm; 0 ;;;;;
Oct 7, 12:00 am,0;;Oct 7;;Oct;7;12:00 am; 0 ;;;;Oct;7;12:00 am; 0 ;;;;;
Oct 7, 01:00 am,0;;Oct 7;;Oct;7;01:00 am; 0 ;;;;Oct;7;01:00 am; 0 ;;;;;
Oct 7, 02:00 am,0;;Oct 7;;Oct;7;02:00 am; 0 ;;;;Oct;7;02:00 am; 0 ;;;;;
Oct 7, 03:00 am,0;;Oct 7;;Oct;7;03:00 am; 0 ;;;;Oct;7;03:00 am; 0 ;;;;;
Oct 7, 04:00 am,0;;Oct 7;;Oct;7;04:00 am; 0 ;;;;Oct;7;04:00 am; 0 ;;;;;
Oct 7, 05:00 am,0;;Oct 7;;Oct;7;05:00 am; 0 ;;;;Oct;7;05:00 am; 0 ;;;;;
Oct 7, 06:00 am,0;;Oct 7;;Oct;7;06:00 am; 0 ;;;;Oct;7;06:00 am; 0 ;;;;;
Oct 7, 07:00 am,3;;Oct 7;;Oct;7;07:00 am; 3 ;;;;Oct;7;07:00 am; 3 ;;;;;
Oct 7, 08:00 am,13;;Oct 7;;Oct;7;08:00 am; 13 ;;;;Oct;7;08:00 am; 13 ;;;;;
Oct 7, 09:00 am,12;;Oct 7;;Oct;7;09:00 am; 12 ;;;;Oct;7;09:00 am; 12 ;;;;;
Oct 7, 10:00 am,33;;Oct 7;;Oct;7;10:00 am; 33 ;;;;Oct;7;10:00 am; 33 ;;;;;
Oct 7, 11:00 am,80.4686;;Oct 7;;Oct;7;11:00 am; 80.4686 ;;;;Oct;7;11:00 am; 80.4686 ;;;;;
Oct 7, 12:00 pm,101.475;;Oct 7;;Oct;7;12:00 pm; 101.475 ;;;;Oct;7;12:00 pm; 101.475 ;;;;;
Oct 7, 01:00 pm,96.8885;;Oct 7;;Oct;7;01:00 pm; 96.8885 ;;;;Oct;7;01:00 pm; 96.8885 ;;;;;
Oct 7, 02:00 pm,64.3774;;Oct 7;;Oct;7;02:00 pm; 64.3774 ;;;;Oct;7;02:00 pm; 64.3774 ;;;;;
Oct 7, 03:00 pm,84.1175;;Oct 7;;Oct;7;03:00 pm; 84.1175 ;;;;Oct;7;03:00 pm; 84.1175 ;;;;;
Oct 7, 04:00 pm,19;;Oct 7;;Oct;7;04:00 pm; 19 ;;;;Oct;7;04:00 pm; 19 ;;;;;
Oct 7, 05:00 pm,4;;Oct 7;;Oct;7;05:00 pm; 4 ;;;;Oct;7;05:00 pm; 4 ;;;;;
Oct 7, 06:00 pm,0;;Oct 7;;Oct;7;06:00 pm; 0 ;;;;Oct;7;06:00 pm; 0 ;;;;;
Oct 7, 07:00 pm,0;;Oct 7;;Oct;7;07:00 pm; 0 ;;;;Oct;7;07:00 pm; 0 ;;;;;
Oct 7, 08:00 pm,0;;Oct 7;;Oct;7;08:00 pm; 0 ;;;;Oct;7;08:00 pm; 0 ;;;;;
Oct 7, 09:00 pm,0;;Oct 7;;Oct;7;09:00 pm; 0 ;;;;Oct;7;09:00 pm; 0 ;;;;;
Oct 7, 10:00 pm,0;;Oct 7;;Oct;7;10:00 pm; 0 ;;;;Oct;7;10:00 pm; 0 ;;;;;
Oct 7, 11:00 pm,0;;Oct 7;;Oct;7;11:00 pm; 0 ;;;;Oct;7;11:00 pm; 0 ;;;;;
Oct 8, 12:00 am,0;;Oct 8;;Oct;8;12:00 am; 0 ;;;;Oct;8;12:00 am; 0 ;;;;;
Oct 8, 01:00 am,0;;Oct 8;;Oct;8;01:00 am; 0 ;;;;Oct;8;01:00 am; 0 ;;;;;
Oct 8, 02:00 am,0;;Oct 8;;Oct;8;02:00 am; 0 ;;;;Oct;8;02:00 am; 0 ;;;;;
Oct 8, 03:00 am,0;;Oct 8;;Oct;8;03:00 am; 0 ;;;;Oct;8;03:00 am; 0 ;;;;;
Oct 8, 04:00 am,0;;Oct 8;;Oct;8;04:00 am; 0 ;;;;Oct;8;04:00 am; 0 ;;;;;
Oct 8, 05:00 am,0;;Oct 8;;Oct;8;05:00 am; 0 ;;;;Oct;8;05:00 am; 0 ;;;;;
Oct 8, 06:00 am,0;;Oct 8;;Oct;8;06:00 am; 0 ;;;;Oct;8;06:00 am; 0 ;;;;;
Oct 8, 07:00 am,59.9757;;Oct 8;;Oct;8;07:00 am; 59.9757 ;;;;Oct;8;07:00 am; 59.9757 ;;;;;
Oct 8, 08:00 am,193.169;;Oct 8;;Oct;8;08:00 am; 193.169 ;;;;Oct;8;08:00 am; 193.169 ;;;;;
Oct 8, 09:00 am,316.836;;Oct 8;;Oct;8;09:00 am; 316.836 ;;;;Oct;8;09:00 am; 316.836 ;;;;;
Oct 8, 10:00 am,409.808;;Oct 8;;Oct;8;10:00 am; 409.808 ;;;;Oct;8;10:00 am; 409.808 ;;;;;
Oct 8, 11:00 am,465.899;;Oct 8;;Oct;8;11:00 am; 465.899 ;;;;Oct;8;11:00 am; 465.899 ;;;;;
Oct 8, 12:00 pm,476.301;;Oct 8;;Oct;8;12:00 pm; 476.301 ;;;;Oct;8;12:00 pm; 476.301 ;;;;;
Oct 8, 01:00 pm,442.289;;Oct 8;;Oct;8;01:00 pm; 442.289 ;;;;Oct;8;01:00 pm; 442.289 ;;;;;
Oct 8, 02:00 pm,367.005;;Oct 8;;Oct;8;02:00 pm; 367.005 ;;;;Oct;8;02:00 pm; 367.005 ;;;;;
Oct 8, 03:00 pm,258.797;;Oct 8;;Oct;8;03:00 pm; 258.797 ;;;;Oct;8;03:00 pm; 258.797 ;;;;;
Oct 8, 04:00 pm,133.677;;Oct 8;;Oct;8;04:00 pm; 133.677 ;;;;Oct;8;04:00 pm; 133.677 ;;;;;
Oct 8, 05:00 pm,23.4744;;Oct 8;;Oct;8;05:00 pm; 23.4744 ;;;;Oct;8;05:00 pm; 23.4744 ;;;;;
Oct 8, 06:00 pm,0;;Oct 8;;Oct;8;06:00 pm; 0 ;;;;Oct;8;06:00 pm; 0 ;;;;;
Oct 8, 07:00 pm,0;;Oct 8;;Oct;8;07:00 pm; 0 ;;;;Oct;8;07:00 pm; 0 ;;;;;
Oct 8, 08:00 pm,0;;Oct 8;;Oct;8;08:00 pm; 0 ;;;;Oct;8;08:00 pm; 0 ;;;;;
Oct 8, 09:00 pm,0;;Oct 8;;Oct;8;09:00 pm; 0 ;;;;Oct;8;09:00 pm; 0 ;;;;;
Oct 8, 10:00 pm,0;;Oct 8;;Oct;8;10:00 pm; 0 ;;;;Oct;8;10:00 pm; 0 ;;;;;
Oct 8, 11:00 pm,0;;Oct 8;;Oct;8;11:00 pm; 0 ;;;;Oct;8;11:00 pm; 0 ;;;;;
Oct 9, 12:00 am,0;;Oct 9;;Oct;9;12:00 am; 0 ;;;;Oct;9;12:00 am; 0 ;;;;;
Oct 9, 01:00 am,0;;Oct 9;;Oct;9;01:00 am; 0 ;;;;Oct;9;01:00 am; 0 ;;;;;
Oct 9, 02:00 am,0;;Oct 9;;Oct;9;02:00 am; 0 ;;;;Oct;9;02:00 am; 0 ;;;;;
Oct 9, 03:00 am,0;;Oct 9;;Oct;9;03:00 am; 0 ;;;;Oct;9;03:00 am; 0 ;;;;;
Oct 9, 04:00 am,0;;Oct 9;;Oct;9;04:00 am; 0 ;;;;Oct;9;04:00 am; 0 ;;;;;
Oct 9, 05:00 am,0;;Oct 9;;Oct;9;05:00 am; 0 ;;;;Oct;9;05:00 am; 0 ;;;;;
Oct 9, 06:00 am,0;;Oct 9;;Oct;9;06:00 am; 0 ;;;;Oct;9;06:00 am; 0 ;;;;;
Oct 9, 07:00 am,4;;Oct 9;;Oct;9;07:00 am; 4 ;;;;Oct;9;07:00 am; 4 ;;;;;
Oct 9, 08:00 am,21;;Oct 9;;Oct;9;08:00 am; 21 ;;;;Oct;9;08:00 am; 21 ;;;;;
Oct 9, 09:00 am,178.721;;Oct 9;;Oct;9;09:00 am; 178.721 ;;;;Oct;9;09:00 am; 178.721 ;;;;;
Oct 9, 10:00 am,181.96;;Oct 9;;Oct;9;10:00 am; 181.96 ;;;;Oct;9;10:00 am; 181.96 ;;;;;
Oct 9, 11:00 am,283.799;;Oct 9;;Oct;9;11:00 am; 283.799 ;;;;Oct;9;11:00 am; 283.799 ;;;;;
Oct 9, 12:00 pm,460.67;;Oct 9;;Oct;9;12:00 pm; 460.67 ;;;;Oct;9;12:00 pm; 460.67 ;;;;;
Oct 9, 01:00 pm,426.495;;Oct 9;;Oct;9;01:00 pm; 426.495 ;;;;Oct;9;01:00 pm; 426.495 ;;;;;
Oct 9, 02:00 pm,352.295;;Oct 9;;Oct;9;02:00 pm; 352.295 ;;;;Oct;9;02:00 pm; 352.295 ;;;;;
Oct 9, 03:00 pm,76;;Oct 9;;Oct;9;03:00 pm; 76 ;;;;Oct;9;03:00 pm; 76 ;;;;;
Oct 9, 04:00 pm,7;;Oct 9;;Oct;9;04:00 pm; 7 ;;;;Oct;9;04:00 pm; 7 ;;;;;
Oct 9, 05:00 pm,10;;Oct 9;;Oct;9;05:00 pm; 10 ;;;;Oct;9;05:00 pm; 10 ;;;;;
Oct 9, 06:00 pm,0;;Oct 9;;Oct;9;06:00 pm; 0 ;;;;Oct;9;06:00 pm; 0 ;;;;;
Oct 9, 07:00 pm,0;;Oct 9;;Oct;9;07:00 pm; 0 ;;;;Oct;9;07:00 pm; 0 ;;;;;
Oct 9, 08:00 pm,0;;Oct 9;;Oct;9;08:00 pm; 0 ;;;;Oct;9;08:00 pm; 0 ;;;;;
Oct 9, 09:00 pm,0;;Oct 9;;Oct;9;09:00 pm; 0 ;;;;Oct;9;09:00 pm; 0 ;;;;;
Oct 9, 10:00 pm,0;;Oct 9;;Oct;9;10:00 pm; 0 ;;;;Oct;9;10:00 pm; 0 ;;;;;
Oct 9, 11:00 pm,0;;Oct 9;;Oct;9;11:00 pm; 0 ;;;;Oct;9;11:00 pm; 0 ;;;;;
Oct 10, 12:00 am,0;;Oct 10;;Oct;10;12:00 am; 0 ;;;;Oct;10;12:00 am; 0 ;;;;;
Oct 10, 01:00 am,0;;Oct 10;;Oct;10;01:00 am; 0 ;;;;Oct;10;01:00 am; 0 ;;;;;
Oct 10, 02:00 am,0;;Oct 10;;Oct;10;02:00 am; 0 ;;;;Oct;10;02:00 am; 0 ;;;;;
Oct 10, 03:00 am,0;;Oct 10;;Oct;10;03:00 am; 0 ;;;;Oct;10;03:00 am; 0 ;;;;;
Oct 10, 04:00 am,0;;Oct 10;;Oct;10;04:00 am; 0 ;;;;Oct;10;04:00 am; 0 ;;;;;
Oct 10, 05:00 am,0;;Oct 10;;Oct;10;05:00 am; 0 ;;;;Oct;10;05:00 am; 0 ;;;;;
Oct 10, 06:00 am,0;;Oct 10;;Oct;10;06:00 am; 0 ;;;;Oct;10;06:00 am; 0 ;;;;;
Oct 10, 07:00 am,4;;Oct 10;;Oct;10;07:00 am; 4 ;;;;Oct;10;07:00 am; 4 ;;;;;
Oct 10, 08:00 am,23;;Oct 10;;Oct;10;08:00 am; 23 ;;;;Oct;10;08:00 am; 23 ;;;;;
Oct 10, 09:00 am,10;;Oct 10;;Oct;10;09:00 am; 10 ;;;;Oct;10;09:00 am; 10 ;;;;;
Oct 10, 10:00 am,64;;Oct 10;;Oct;10;10:00 am; 64 ;;;;Oct;10;10:00 am; 64 ;;;;;
Oct 10, 11:00 am,266.715;;Oct 10;;Oct;10;11:00 am; 266.715 ;;;;Oct;10;11:00 am; 266.715 ;;;;;
Oct 10, 12:00 pm,93;;Oct 10;;Oct;10;12:00 pm; 93 ;;;;Oct;10;12:00 pm; 93 ;;;;;
Oct 10, 01:00 pm,128.409;;Oct 10;;Oct;10;01:00 pm; 128.409 ;;;;Oct;10;01:00 pm; 128.409 ;;;;;
Oct 10, 02:00 pm,52;;Oct 10;;Oct;10;02:00 pm; 52 ;;;;Oct;10;02:00 pm; 52 ;;;;;
Oct 10, 03:00 pm,27;;Oct 10;;Oct;10;03:00 pm; 27 ;;;;Oct;10;03:00 pm; 27 ;;;;;
Oct 10, 04:00 pm,7;;Oct 10;;Oct;10;04:00 pm; 7 ;;;;Oct;10;04:00 pm; 7 ;;;;;
Oct 10, 05:00 pm,3;;Oct 10;;Oct;10;05:00 pm; 3 ;;;;Oct;10;05:00 pm; 3 ;;;;;
Oct 10, 06:00 pm,0;;Oct 10;;Oct;10;06:00 pm; 0 ;;;;Oct;10;06:00 pm; 0 ;;;;;
Oct 10, 07:00 pm,0;;Oct 10;;Oct;10;07:00 pm; 0 ;;;;Oct;10;07:00 pm; 0 ;;;;;
Oct 10, 08:00 pm,0;;Oct 10;;Oct;10;08:00 pm; 0 ;;;;Oct;10;08:00 pm; 0 ;;;;;
Oct 10, 09:00 pm,0;;Oct 10;;Oct;10;09:00 pm; 0 ;;;;Oct;10;09:00 pm; 0 ;;;;;
Oct 10, 10:00 pm,0;;Oct 10;;Oct;10;10:00 pm; 0 ;;;;Oct;10;10:00 pm; 0 ;;;;;
Oct 10, 11:00 pm,0;;Oct 10;;Oct;10;11:00 pm; 0 ;;;;Oct;10;11:00 pm; 0 ;;;;;
Oct 11, 12:00 am,0;;Oct 11;;Oct;11;12:00 am; 0 ;;;;Oct;11;12:00 am; 0 ;;;;;
Oct 11, 01:00 am,0;;Oct 11;;Oct;11;01:00 am; 0 ;;;;Oct;11;01:00 am; 0 ;;;;;
Oct 11, 02:00 am,0;;Oct 11;;Oct;11;02:00 am; 0 ;;;;Oct;11;02:00 am; 0 ;;;;;
Oct 11, 03:00 am,0;;Oct 11;;Oct;11;03:00 am; 0 ;;;;Oct;11;03:00 am; 0 ;;;;;
Oct 11, 04:00 am,0;;Oct 11;;Oct;11;04:00 am; 0 ;;;;Oct;11;04:00 am; 0 ;;;;;
Oct 11, 05:00 am,0;;Oct 11;;Oct;11;05:00 am; 0 ;;;;Oct;11;05:00 am; 0 ;;;;;
Oct 11, 06:00 am,0;;Oct 11;;Oct;11;06:00 am; 0 ;;;;Oct;11;06:00 am; 0 ;;;;;
Oct 11, 07:00 am,5;;Oct 11;;Oct;11;07:00 am; 5 ;;;;Oct;11;07:00 am; 5 ;;;;;
Oct 11, 08:00 am,5;;Oct 11;;Oct;11;08:00 am; 5 ;;;;Oct;11;08:00 am; 5 ;;;;;
Oct 11, 09:00 am,74;;Oct 11;;Oct;11;09:00 am; 74 ;;;;Oct;11;09:00 am; 74 ;;;;;
Oct 11, 10:00 am,47;;Oct 11;;Oct;11;10:00 am; 47 ;;;;Oct;11;10:00 am; 47 ;;;;;
Oct 11, 11:00 am,15;;Oct 11;;Oct;11;11:00 am; 15 ;;;;Oct;11;11:00 am; 15 ;;;;;
Oct 11, 12:00 pm,53;;Oct 11;;Oct;11;12:00 pm; 53 ;;;;Oct;11;12:00 pm; 53 ;;;;;
Oct 11, 01:00 pm,28;;Oct 11;;Oct;11;01:00 pm; 28 ;;;;Oct;11;01:00 pm; 28 ;;;;;
Oct 11, 02:00 pm,66.3528;;Oct 11;;Oct;11;02:00 pm; 66.3528 ;;;;Oct;11;02:00 pm; 66.3528 ;;;;;
Oct 11, 03:00 pm,67.5093;;Oct 11;;Oct;11;03:00 pm; 67.5093 ;;;;Oct;11;03:00 pm; 67.5093 ;;;;;
Oct 11, 04:00 pm,3;;Oct 11;;Oct;11;04:00 pm; 3 ;;;;Oct;11;04:00 pm; 3 ;;;;;
Oct 11, 05:00 pm,3;;Oct 11;;Oct;11;05:00 pm; 3 ;;;;Oct;11;05:00 pm; 3 ;;;;;
Oct 11, 06:00 pm,0;;Oct 11;;Oct;11;06:00 pm; 0 ;;;;Oct;11;06:00 pm; 0 ;;;;;
Oct 11, 07:00 pm,0;;Oct 11;;Oct;11;07:00 pm; 0 ;;;;Oct;11;07:00 pm; 0 ;;;;;
Oct 11, 08:00 pm,0;;Oct 11;;Oct;11;08:00 pm; 0 ;;;;Oct;11;08:00 pm; 0 ;;;;;
Oct 11, 09:00 pm,0;;Oct 11;;Oct;11;09:00 pm; 0 ;;;;Oct;11;09:00 pm; 0 ;;;;;
Oct 11, 10:00 pm,0;;Oct 11;;Oct;11;10:00 pm; 0 ;;;;Oct;11;10:00 pm; 0 ;;;;;
Oct 11, 11:00 pm,0;;Oct 11;;Oct;11;11:00 pm; 0 ;;;;Oct;11;11:00 pm; 0 ;;;;;
Oct 12, 12:00 am,0;;Oct 12;;Oct;12;12:00 am; 0 ;;;;Oct;12;12:00 am; 0 ;;;;;
Oct 12, 01:00 am,0;;Oct 12;;Oct;12;01:00 am; 0 ;;;;Oct;12;01:00 am; 0 ;;;;;
Oct 12, 02:00 am,0;;Oct 12;;Oct;12;02:00 am; 0 ;;;;Oct;12;02:00 am; 0 ;;;;;
Oct 12, 03:00 am,0;;Oct 12;;Oct;12;03:00 am; 0 ;;;;Oct;12;03:00 am; 0 ;;;;;
Oct 12, 04:00 am,0;;Oct 12;;Oct;12;04:00 am; 0 ;;;;Oct;12;04:00 am; 0 ;;;;;
Oct 12, 05:00 am,0;;Oct 12;;Oct;12;05:00 am; 0 ;;;;Oct;12;05:00 am; 0 ;;;;;
Oct 12, 06:00 am,0;;Oct 12;;Oct;12;06:00 am; 0 ;;;;Oct;12;06:00 am; 0 ;;;;;
Oct 12, 07:00 am,2;;Oct 12;;Oct;12;07:00 am; 2 ;;;;Oct;12;07:00 am; 2 ;;;;;
Oct 12, 08:00 am,38;;Oct 12;;Oct;12;08:00 am; 38 ;;;;Oct;12;08:00 am; 38 ;;;;;
Oct 12, 09:00 am,5;;Oct 12;;Oct;12;09:00 am; 5 ;;;;Oct;12;09:00 am; 5 ;;;;;
Oct 12, 10:00 am,161.174;;Oct 12;;Oct;12;10:00 am; 161.174 ;;;;Oct;12;10:00 am; 161.174 ;;;;;
Oct 12, 11:00 am,112;;Oct 12;;Oct;12;11:00 am; 112 ;;;;Oct;12;11:00 am; 112 ;;;;;
Oct 12, 12:00 pm,302.464;;Oct 12;;Oct;12;12:00 pm; 302.464 ;;;;Oct;12;12:00 pm; 302.464 ;;;;;
Oct 12, 01:00 pm,367.15;;Oct 12;;Oct;12;01:00 pm; 367.15 ;;;;Oct;12;01:00 pm; 367.15 ;;;;;
Oct 12, 02:00 pm,197.336;;Oct 12;;Oct;12;02:00 pm; 197.336 ;;;;Oct;12;02:00 pm; 197.336 ;;;;;
Oct 12, 03:00 pm,139.693;;Oct 12;;Oct;12;03:00 pm; 139.693 ;;;;Oct;12;03:00 pm; 139.693 ;;;;;
Oct 12, 04:00 pm,16;;Oct 12;;Oct;12;04:00 pm; 16 ;;;;Oct;12;04:00 pm; 16 ;;;;;
Oct 12, 05:00 pm,3;;Oct 12;;Oct;12;05:00 pm; 3 ;;;;Oct;12;05:00 pm; 3 ;;;;;
Oct 12, 06:00 pm,0;;Oct 12;;Oct;12;06:00 pm; 0 ;;;;Oct;12;06:00 pm; 0 ;;;;;
Oct 12, 07:00 pm,0;;Oct 12;;Oct;12;07:00 pm; 0 ;;;;Oct;12;07:00 pm; 0 ;;;;;
Oct 12, 08:00 pm,0;;Oct 12;;Oct;12;08:00 pm; 0 ;;;;Oct;12;08:00 pm; 0 ;;;;;
Oct 12, 09:00 pm,0;;Oct 12;;Oct;12;09:00 pm; 0 ;;;;Oct;12;09:00 pm; 0 ;;;;;
Oct 12, 10:00 pm,0;;Oct 12;;Oct;12;10:00 pm; 0 ;;;;Oct;12;10:00 pm; 0 ;;;;;
Oct 12, 11:00 pm,0;;Oct 12;;Oct;12;11:00 pm; 0 ;;;;Oct;12;11:00 pm; 0 ;;;;;
Oct 13, 12:00 am,0;;Oct 13;;Oct;13;12:00 am; 0 ;;;;Oct;13;12:00 am; 0 ;;;;;
Oct 13, 01:00 am,0;;Oct 13;;Oct;13;01:00 am; 0 ;;;;Oct;13;01:00 am; 0 ;;;;;
Oct 13, 02:00 am,0;;Oct 13;;Oct;13;02:00 am; 0 ;;;;Oct;13;02:00 am; 0 ;;;;;
Oct 13, 03:00 am,0;;Oct 13;;Oct;13;03:00 am; 0 ;;;;Oct;13;03:00 am; 0 ;;;;;
Oct 13, 04:00 am,0;;Oct 13;;Oct;13;04:00 am; 0 ;;;;Oct;13;04:00 am; 0 ;;;;;
Oct 13, 05:00 am,0;;Oct 13;;Oct;13;05:00 am; 0 ;;;;Oct;13;05:00 am; 0 ;;;;;
Oct 13, 06:00 am,0;;Oct 13;;Oct;13;06:00 am; 0 ;;;;Oct;13;06:00 am; 0 ;;;;;
Oct 13, 07:00 am,7;;Oct 13;;Oct;13;07:00 am; 7 ;;;;Oct;13;07:00 am; 7 ;;;;;
Oct 13, 08:00 am,84.3241;;Oct 13;;Oct;13;08:00 am; 84.3241 ;;;;Oct;13;08:00 am; 84.3241 ;;;;;
Oct 13, 09:00 am,173.074;;Oct 13;;Oct;13;09:00 am; 173.074 ;;;;Oct;13;09:00 am; 173.074 ;;;;;
Oct 13, 10:00 am,66.3912;;Oct 13;;Oct;13;10:00 am; 66.3912 ;;;;Oct;13;10:00 am; 66.3912 ;;;;;
Oct 13, 11:00 am,163.382;;Oct 13;;Oct;13;11:00 am; 163.382 ;;;;Oct;13;11:00 am; 163.382 ;;;;;
Oct 13, 12:00 pm,133.08;;Oct 13;;Oct;13;12:00 pm; 133.08 ;;;;Oct;13;12:00 pm; 133.08 ;;;;;
Oct 13, 01:00 pm,17;;Oct 13;;Oct;13;01:00 pm; 17 ;;;;Oct;13;01:00 pm; 17 ;;;;;
Oct 13, 02:00 pm,5;;Oct 13;;Oct;13;02:00 pm; 5 ;;;;Oct;13;02:00 pm; 5 ;;;;;
Oct 13, 03:00 pm,4;;Oct 13;;Oct;13;03:00 pm; 4 ;;;;Oct;13;03:00 pm; 4 ;;;;;
Oct 13, 04:00 pm,8;;Oct 13;;Oct;13;04:00 pm; 8 ;;;;Oct;13;04:00 pm; 8 ;;;;;
Oct 13, 05:00 pm,2;;Oct 13;;Oct;13;05:00 pm; 2 ;;;;Oct;13;05:00 pm; 2 ;;;;;
Oct 13, 06:00 pm,0;;Oct 13;;Oct;13;06:00 pm; 0 ;;;;Oct;13;06:00 pm; 0 ;;;;;
Oct 13, 07:00 pm,0;;Oct 13;;Oct;13;07:00 pm; 0 ;;;;Oct;13;07:00 pm; 0 ;;;;;
Oct 13, 08:00 pm,0;;Oct 13;;Oct;13;08:00 pm; 0 ;;;;Oct;13;08:00 pm; 0 ;;;;;
Oct 13, 09:00 pm,0;;Oct 13;;Oct;13;09:00 pm; 0 ;;;;Oct;13;09:00 pm; 0 ;;;;;
Oct 13, 10:00 pm,0;;Oct 13;;Oct;13;10:00 pm; 0 ;;;;Oct;13;10:00 pm; 0 ;;;;;
Oct 13, 11:00 pm,0;;Oct 13;;Oct;13;11:00 pm; 0 ;;;;Oct;13;11:00 pm; 0 ;;;;;
Oct 14, 12:00 am,0;;Oct 14;;Oct;14;12:00 am; 0 ;;;;Oct;14;12:00 am; 0 ;;;;;
Oct 14, 01:00 am,0;;Oct 14;;Oct;14;01:00 am; 0 ;;;;Oct;14;01:00 am; 0 ;;;;;
Oct 14, 02:00 am,0;;Oct 14;;Oct;14;02:00 am; 0 ;;;;Oct;14;02:00 am; 0 ;;;;;
Oct 14, 03:00 am,0;;Oct 14;;Oct;14;03:00 am; 0 ;;;;Oct;14;03:00 am; 0 ;;;;;
Oct 14, 04:00 am,0;;Oct 14;;Oct;14;04:00 am; 0 ;;;;Oct;14;04:00 am; 0 ;;;;;
Oct 14, 05:00 am,0;;Oct 14;;Oct;14;05:00 am; 0 ;;;;Oct;14;05:00 am; 0 ;;;;;
Oct 14, 06:00 am,0;;Oct 14;;Oct;14;06:00 am; 0 ;;;;Oct;14;06:00 am; 0 ;;;;;
Oct 14, 07:00 am,9;;Oct 14;;Oct;14;07:00 am; 9 ;;;;Oct;14;07:00 am; 9 ;;;;;
Oct 14, 08:00 am,4;;Oct 14;;Oct;14;08:00 am; 4 ;;;;Oct;14;08:00 am; 4 ;;;;;
Oct 14, 09:00 am,8;;Oct 14;;Oct;14;09:00 am; 8 ;;;;Oct;14;09:00 am; 8 ;;;;;
